ID,Source,Default branch,XML launch files,Py launch files,Language,Issues (total),Open issues,Closed issues,PR (total),Open PRs,Closed PRs,Commits,Branches,Releases,Contributors,Description,URL,Categorized by,Batch,Included,Violated criterion,Scope,System type 1,System type 2,System type 3,Capability 1,Capability 2,Capability 3,SA documented,SA documentation,Notes
OUXT-Polaris/robotx_packages,github,master,16,0,C++,7,5,2,105,0,105,743,15,0,7,ROS packages for Maritime RobotX Challenge,https://github.com/OUXT-Polaris/robotx_packages,Ivano,2,YES,,FULL_SYSTEM,Acquatic,,,FULL,,,NO,,
pal-robotics/perception_blort,github,hydro-devel,13,0,C++,7,6,1,21,0,21,184,5,3,7,opencv,https://github.com/pal-robotics/perception_blort,Ivano,2,YES,,SUBSYSTEM,GEN,,,Vision,,,NO,,
pal-robotics/reemc_robot,github,kinetic-devel,26,0,Python,2,0,2,5,0,5,307,8,43,23,Scripts and configuration files to launch when bringing up REEM-C.,https://github.com/pal-robotics/reemc_robot,Ivano,2,YES,,SUBSYSTEM,Service,,,Base,,,NO,,
pandora-auth-ros-pkg/pandora_ros_pkgs,github,indigo-devel,210,0,C++,0,0,0,0,0,0,1039,3,0,36,"Contains all PANDORA ROS packages, for CI purposes.",https://github.com/pandora-auth-ros-pkg/pandora_ros_pkgs,Ivano,2,YES,,FULL_SYSTEM,Ground,,,FULL,,,NO,,
Pankaj-Baranwal/pocketsphinx,github,kinetic-devel,9,0,Python,10,1,9,2,0,2,214,6,9,8,Updated ROS bindings to pocketsphinx,https://github.com/Pankaj-Baranwal/pocketsphinx,Ivano,2,YES,,SUBSYSTEM,GEN,,,Audio,,,NO,,
pantor/ros-control-center,github,master,1,0,TypeScript,21,9,12,8,0,8,118,4,2,7,A web-based control center for ROS robots.,https://github.com/pantor/ros-control-center,Ivano,2,YES,,SUBSYSTEM,GEN,,,Integration,,,NO,,
patrickelectric/bluerov_ros_playground,github,master,7,0,Python,34,18,16,3,2,1,183,16,0,2,Scripts to help BlueRov integration with ROS,https://github.com/patrickelectric/bluerov_ros_playground,Ivano,2,YES,,FULL_SYSTEM,Underwater,,,FULL,,,PARTIALLY,https://github.com/patrickelectric/bluerov_ros_playground,
paulyang1990/toy_code,github,master,4,0,C++,0,0,0,0,0,0,103,2,0,6,,https://github.com/paulyang1990/toy_code,Ivano,2,NO,E4,,,,,,,,,,
pbouffard/ccny-ros-pkg-pbouffard,github,master,50,0,C,0,0,0,0,0,0,536,4,0,8,"Public repository hosting changes I've made to ccny-ros-pkg (particularly, the AscTec UAV related bits)",https://github.com/pbouffard/ccny-ros-pkg-pbouffard,Ivano,2,YES,,FULL_SYSTEM,Aerial,,,FULL,,,NO,,
PDuckworth/activity_analysis,github,master,3,0,Python,1,0,1,3,0,3,134,5,0,11,ROS activity analysis package. To manage and represent skeleton and object data about humans in indoor environments.,https://github.com/PDuckworth/activity_analysis,Ivano,2,YES,,SUBSYSTEM,GEN,,,Vision,,,NO,,
personalrobotics/apriltags,github,master,6,0,PostScript,19,9,10,10,0,10,149,6,2,16,ROS wrapper for the Apriltags visual fiducial tracker,https://github.com/personalrobotics/apriltags,Ivano,2,NO,E9,,,,,,,,,,
photoneo/phoxi_camera,github,master,7,0,C++,11,3,8,18,4,14,152,7,18,11,"ROS Package for PhoXi Scanner/Camera. If you like us, STAR US! :P",https://github.com/photoneo/phoxi_camera,Ivano,2,NO,E7,,,,,,,,,,
PickNikRobotics/jaco-ros,bitbucket,picknik,99,0,c++,0,0,0,0,0,0,337,9,NA,20,"Jaco Robot Drivers
Original: https://github.com/Kinovarobotics/jaco-ros",https://bitbucket.org/PickNikRobotics/jaco-ros,Ivano,2,NO,E7,,,,,,,,,,
PilzDE/pilz_industrial_motion,github,kinetic-devel,47,0,C++,37,16,21,135,7,128,349,15,18,13,Industrial trajectory generation for MoveIt!.,https://github.com/PilzDE/pilz_industrial_motion,Ivano,2,YES,,SUBSYSTEM,Manu,,,Planning,,,NO,,
PilzDE/pilz_robots,github,melodic-devel,54,0,C++,24,4,20,114,7,107,189,14,19,13,PILZ robot manipulator module PRBT 6 in ROS,https://github.com/PilzDE/pilz_robots,Ivano,2,YES,,FULL_SYSTEM,Manu,,,FULL,,,NO,,
PINTO0309/zumo32u4,github,master,2,0,Python,1,0,1,0,0,0,186,2,1,2,Zumo32u4(ATmega32u4) + RaspberryPi3(RaspberryPi) + SLAM(CartoGrapher/Gmapping) + RPLiDAR A1M8,https://github.com/PINTO0309/zumo32u4,Ivano,2,YES,,FULL_SYSTEM,Ground,,,FULL,,,NO,,
pirobot/rbx1,github,indigo-devel,66,0,Python,6,2,4,2,0,2,119,6,0,2,ROS By Example Volume 1,https://github.com/pirobot/rbx1,Ivano,2,NO,E1,,,,,,,,,,Good example for book-related repo
pirobot/rbx2,github,indigo-devel,176,0,C++,7,1,6,0,0,0,118,4,0,1,ROS By Example Volume 2,https://github.com/pirobot/rbx2,Ivano,2,NO,E1,,,,,,,,,,
Pitt-RAS/iarc7_vision,github,master,6,0,C++,1,1,0,43,0,43,395,7,2,9,Computer vision code for IARC Mission 7 (see iarc7_common for more information about the team in general),https://github.com/Pitt-RAS/iarc7_vision,Ivano,2,YES,,SUBSYSTEM,Ground,,,Vision,,,NO,,
Plymouth-Sailboat/SailBoatROS,github,master,2,0,C++,0,0,0,2,0,2,226,5,5,5,ROS Nodes for Plymouth Sailboat Project,https://github.com/Plymouth-Sailboat/SailBoatROS,Ivano,2,YES,,FULL_SYSTEM,Acquatic,,,FULL,,,YES,https://github.com/Plymouth-Sailboat/SailBoatROS/wiki/Sailrobot-Package,
PR2/pr2_apps,github,melodic-devel,17,0,C++,10,5,5,26,0,26,286,9,43,30,,https://github.com/PR2/pr2_apps,Ivano,2,YES,,FULL_SYSTEM,Service,,,FULL,,,NO,,
PR2/pr2_calibration,github,kinetic-devel,41,0,C++,4,2,2,13,3,10,343,16,43,26,,https://github.com/PR2/pr2_calibration,Ivano,2,NO,E7,,,,,,,,,,
PR2/pr2_common,github,melodic-devel,3,0,CMake,239,21,218,38,1,37,629,18,79,47,,https://github.com/PR2/pr2_common,Ivano,2,NO,E2,,,,,,,,,,
PR2/pr2_common_actions,github,kinetic-devel,1,0,C++,25,8,17,13,0,13,201,11,34,23,,https://github.com/PR2/pr2_common_actions,Ivano,2,YES,,SUBSYSTEM,Service,,,Control,Sensing,,NO,,
PR2/pr2_controllers,github,melodic-devel,1,0,C++,377,40,337,14,4,10,346,17,77,31,The controllers that run in realtime on the PR2 and supporting packages.,https://github.com/PR2/pr2_controllers,Ivano,2,YES,,SUBSYSTEM,Service,,,Control,,,NO,,
PR2/pr2_ethercat_drivers,github,kinetic-devel,9,0,C++,66,18,48,9,0,9,359,18,61,37,Drivers for the ethercat system and the peripherals on the PR2.,https://github.com/PR2/pr2_ethercat_drivers,Ivano,2,NO,E7,,,,,,,,,,
PR2/pr2_hack_the_future,github,indigo-devel,14,0,JavaScript,3,1,2,2,1,1,277,5,10,22,,https://github.com/PR2/pr2_hack_the_future,Ivano,2,NO,E4,,,,,,,,,,
PR2/pr2_mechanism,github,melodic-devel,7,0,C++,320,19,301,19,2,17,311,18,69,30,Infrastructure to control the PR2 robot in a hard realtime control loop.,https://github.com/PR2/pr2_mechanism,Ivano,2,YES,,SUBSYSTEM,Service,,,Control,,,NO,,
PR2/pr2_navigation,github,kinetic-devel,20,0,C++,12,5,7,28,0,28,225,9,36,26,,https://github.com/PR2/pr2_navigation,Ivano,2,YES,,SUBSYSTEM,Service,,,Navigation,,,NO,,
PR2/pr2_plugs,github,hydro-devel,13,0,C++,71,14,57,3,0,3,398,13,69,26,,https://github.com/PR2/pr2_plugs,Ivano,2,YES,,SUBSYSTEM,Service,,,Control,Planning,,NO,,
PR2/pr2_robot,github,kinetic-devel,21,0,Python,234,25,209,25,6,19,445,17,84,39,PR2-specific components that are used in bringing up a robot.,https://github.com/PR2/pr2_robot,Ivano,2,YES,,SUBSYSTEM,Service,,,Base,,,NO,,
PR2/pr2_self_test,github,hydro-devel,11,0,C++,4,1,3,4,0,4,1057,8,33,46,,https://github.com/PR2/pr2_self_test,Ivano,2,YES,,SUBSYSTEM,Service,,,Infrastructural,,,NO,,
PR2/pr2_simulator,github,kinetic-devel,34,0,Python,114,15,99,32,0,32,647,17,77,37,,https://github.com/PR2/pr2_simulator,Ivano,2,NO,E2,,,,,,,,,,
prajankya/AgriMapper,github,master,20,0,C++,13,2,11,2,0,2,249,4,0,2,A Precision Horticulture 2D Vegetation Mapping Robot,https://github.com/prajankya/AgriMapper,Ivano,2,YES,,FULL_SYSTEM,Ground,,,FULL,,,NO,,Autonomous robot for agriculture
projectcosys/cosys-ros-pkg,bitbucket,indigo-jetson,37,0,python,0,0,0,0,0,0,139,9,NA,9,COSYS-ROS-PKG is a ros package for collaborative wheelchair systems within a smart home setting. Our system could benefit older adults who need assistive powered wheelchairs in their residence to help them with activities of daily living. The wheelchair is equipped with low cost sensors  1. Microsoft Kinect 2. Incremental Encoders 3. Inertial Measurement Unit 4. Dynamixel Servo Motors for Pan-Tilt Unit 3. Android Device for User Interface It runs on embedded linux platform on  1. Raspberry Pi 2. Intel Edison 3. Arduino Additional information can be found here: www.projectcosys.org,https://bitbucket.org/projectcosys/cosys-ros-pkg,Ivano,2,YES,,FULL_SYSTEM,Service,,,FULL,,,NO,,
PX4/avoidance,github,master,16,0,C++,109,13,96,289,7,282,839,54,2,26,PX4 avoidance ROS node for obstacle detection and avoidance.,https://github.com/PX4/avoidance,Ivano,2,YES,,SUBSYSTEM,Aerial,,,Vision,,,PARTIALLY,https://github.com/PX4/avoidance#message-flow,
PX4/containers,github,master,1,0,Shell,40,3,37,149,3,146,306,4,73,28,"Build scripts for containers and virtual machines running various PX4 setups, like SITL with ROS.",https://github.com/PX4/containers,Ivano,2,NO,I1,,,,,,,,,,
PX4/Firmware,github,master,12,0,C++,4759,396,4363,7436,159,7277,29449,150,91,451,PX4 Autopilot Software,https://github.com/PX4/Firmware,Ivano,2,NO,E7,,,,,,,,,,
PX4/px4_ros_com,github,master,0,1,Python,27,11,16,2,0,2,101,3,1,4,ROS2/ROS interface with PX4 through a Fast-RTPS bridge,https://github.com/PX4/px4_ros_com,Ivano,2,YES,,SUBSYSTEM,Aerial,,,Integration,,,NO,,
PX4/uvc_ros_driver,github,master,1,0,C++,10,7,3,28,1,27,143,5,0,14,A ros node to stream images from a multi-camera UVC device,https://github.com/PX4/uvc_ros_driver,Ivano,2,NO,E7,,,,,,,,,,
rapp-project/rapp-platform,github,master,48,0,Python,327,27,300,35,0,35,1518,18,9,17,RAPP Platform is a collection of ROS nodes and back-end processes that aim to deliver ready-to-use generic services to robots,https://github.com/rapp-project/rapp-platform,Ivano,2,YES,,SUBSYSTEM,GEN,,,Integration,,,PARTIALLY,https://github.com/rapp-project/rapp-platform/wiki/RAPP-Architecture,Cloud robotics
RCPRG-ros-pkg/elektron_kinectbot,github,master,13,0,C++,0,0,0,0,0,0,102,2,0,5,,https://github.com/RCPRG-ros-pkg/elektron_kinectbot,Ivano,2,YES,,FULL_SYSTEM,Service,,,FULL,,,NO,,
RCPRG-ros-pkg/elektron_robot,github,master,11,0,C++,0,0,0,1,0,1,102,3,0,7,Stack for controling elektron mobile robot,https://github.com/RCPRG-ros-pkg/elektron_robot,Ivano,2,YES,,SUBSYSTEM,Service,,,Vision,Sensing,Control,NO,,
redbirdrobotics/ros_redbird_m7a,github,master,2,0,Python,1,1,0,23,0,23,227,8,0,12,ROS packages for the Redbird Robotics IARC Mission 7a competition.,https://github.com/redbirdrobotics/ros_redbird_m7a,Ivano,2,YES,,FULL_SYSTEM,Aerial,,,FULL,,,NO,,
resibots/dynamixel_control_hw,github,master,2,0,C++,4,4,0,20,1,19,135,9,1,9,Hardware interface for ros_control and the Dynamixels actuators,https://github.com/resibots/dynamixel_control_hw,Ivano,2,NO,E7,,,,,,,,,,
resibots/hexapod_ros,github,master,7,0,C++,8,0,8,8,0,8,112,6,0,4,ROS Integration for our hexapods,https://github.com/resibots/hexapod_ros,Ivano,2,NO,E7,,,,,,,,,,
RethinkRobotics/baxter_examples,github,master,5,0,Python,6,0,6,49,1,48,650,9,6,21,Example programs using the SDK for the Baxter Research Robot,https://github.com/RethinkRobotics/baxter_examples,Ivano,2,NO,E4,,,,,,,,,,
RethinkRobotics/sawyer_robot,github,master,1,0,CMake,10,1,9,40,0,40,114,8,5,6,Sawyer-specific components for the Sawyer robot for use with the intera_sdk.,https://github.com/RethinkRobotics/sawyer_robot,Ivano,2,NO,E8,,,,,,,,,,
RexxarCHL/UR5_Plays_Jenga,github,master,8,0,C++,0,0,0,1,0,1,124,2,0,2,ME530.707 Independent Project: where I make the UR5 play Jenga,https://github.com/RexxarCHL/UR5_Plays_Jenga,Ivano,2,NO,E1,,,,,,,,,,
ridgeback/ridgeback,github,kinetic-devel,9,0,C++,4,3,1,24,0,24,134,6,15,7,Common packages for Ridgeback.,https://github.com/ridgeback/ridgeback,Ivano,2,YES,,SUBSYSTEM,Ground,,,Base,,,NO,,Clearpath Ridgeback
ridgeback/ridgeback_robot,github,kinetic-devel,2,0,C++,5,0,5,20,0,20,205,4,14,7,Robot packages for Ridgeback.,https://github.com/ridgeback/ridgeback_robot,Ivano,2,YES,,SUBSYSTEM,Ground,,,Control,Navigation,Sensing,NO,,Clearpath Ridgeback
RightHandRobotics/reflex-ros-pkg,github,master,10,0,C,5,3,2,35,1,34,473,16,0,23,This repo contains base ROS code for controlling the Right Hand Robotics ReFlex hand. More info at www.righthandrobotics.com,https://github.com/RightHandRobotics/reflex-ros-pkg,Ivano,2,YES,,FULL_SYSTEM,Manu,,,FULL,,,NO,,
RIVeR-Lab/wpi_jaco,github,develop,60,0,C++,27,8,19,27,1,26,347,4,25,13,ROS Packages for the JACO Arm Developed at WPI,https://github.com/RIVeR-Lab/wpi_jaco,Ivano,2,YES,,FULL_SYSTEM,Manu,,,FULL,,,NO,,
roadnarrows-robotics/hekateros,github,master,20,0,Python,3,2,1,3,0,3,355,6,2,11,RoadNarrows Hekateros Robotic Manipulator ROS Package,https://github.com/roadnarrows-robotics/hekateros,Ivano,2,YES,,FULL_SYSTEM,Manu,,,FULL,,,NO,,
roboception/rc_visard_ros,github,master,2,0,C++,12,0,12,1,0,1,213,2,14,9,ROS interface for the Roboception rc_visard 3D sensor,https://github.com/roboception/rc_visard_ros,Ivano,2,NO,E7,,,,,,,,,,
RoboJackets/igvc-software,github,master,37,0,C++,228,28,200,212,4,208,6686,22,0,95,The code base for our Intelligent Ground Vehicle Competition team.,https://github.com/RoboJackets/igvc-software,Ivano,2,YES,,FULL_SYSTEM,Ground,,,FULL,,,YES,https://wiki.robojackets.org/images/f/f2/IGVC_Design_report_2019.pdf,
RoboJackets/roboracing-software,github,master,71,0,C++,138,27,111,108,9,99,934,41,0,39,ROS packages for the RoboJackets RoboRacing team.,https://github.com/RoboJackets/roboracing-software,Ivano,2,YES,,SUBSYSTEM,Ground,,,Base,,,YES,https://wiki.robojackets.org/images/f/f2/IGVC_Design_report_2019.pdf,
RoboJackets/ros-training,github,master,11,0,C++,11,11,0,22,0,22,122,13,0,8,Training materials for IGVC and RoboRacing,https://github.com/RoboJackets/ros-training,Ivano,2,NO,E1,,,,,,,,,,
robomasterhkust/ros_environment,github,master,72,0,C++,0,0,0,9,0,9,438,5,0,11,"ROS packages -- Maintained by Pang Sui, Alex Au, Yang Shaohui. ",https://github.com/robomasterhkust/ros_environment,Ivano,2,NO,E4,,,,,,,,,,
RoboSherlock/robosherlock,github,master,1,0,C++,13,5,8,158,3,155,540,4,1,18,,https://github.com/RoboSherlock/robosherlock,Ivano,2,YES,,SUBSYSTEM,GEN,,,Vision,,,PARTIALLY,https://ieeexplore.ieee.org/abstract/document/8023492,
robotican/lizi,github,master,14,0,C++,3,2,1,0,0,0,102,3,4,3,,https://github.com/robotican/lizi,Ivano,2,YES,,FULL_SYSTEM,Ground,,,FULL,,,PARTIALLY,https://github.com/robotican/lizi,
robotics-in-concert/rocon_app_platform,github,devel,40,0,Python,218,16,202,96,1,95,817,10,32,18,Robotics in concert app framework,https://github.com/robotics-in-concert/rocon_app_platform,Ivano,2,,,SUBSYSTEM,GEN,,,Infrastructural,,,PARTIALLY,http://wiki.ros.org/rocon/indigo/Guide,
robotics-in-concert/rocon_concert,github,devel,2,0,Python,209,25,184,111,0,111,852,8,27,17,Orchestration packages for the multi-robot environment.,https://github.com/robotics-in-concert/rocon_concert,Ivano,2,,,SUBSYSTEM,GEN,,,Infrastructural,,,PARTIALLY,http://wiki.ros.org/rocon/indigo/Guide,
robotics-in-concert/rocon_devices,github,develop,7,0,Python,33,9,24,21,2,19,165,9,7,8,A collection of device drivers involved in rocon,https://github.com/robotics-in-concert/rocon_devices,Ivano,2,NO,E7,,,,,,,,,,
robotics-in-concert/rocon_multimaster,github,devel,75,0,Python,271,22,249,82,1,81,1132,12,41,18,Key components for ros multimaster systems,https://github.com/robotics-in-concert/rocon_multimaster,Ivano,2,YES,,SUBSYSTEM,GEN,,,Infrastructural,,,PARTIALLY,http://wiki.ros.org/rocon/indigo/Guide,
robotics-upo/upo_robot_navigation,github,master,32,0,C++,3,3,0,0,0,0,195,2,0,9,Metapackage of ROS that contains the packages involved in the navigation system of the UPO robotics lab,https://github.com/robotics-upo/upo_robot_navigation,Ivano,2,YES,,SUBSYSTEM,Ground,,,Navigation,,,NO,,
ROBOTIS-GIT/ROBOTIS-OP3,github,master,2,0,C++,41,0,41,30,1,29,274,10,4,15,ROS packages for the ROBOTIS OP3,https://github.com/ROBOTIS-GIT/ROBOTIS-OP3,Ivano,2,YES,,FULL_SYSTEM,Humanoid ,,,FULL,,,YES,http://emanual.robotis.com/docs/en/platform/op3/robotis_ros_packages/#robotis-ros-packages,
ROBOTIS-GIT/ROBOTIS-THORMANG-MPC,github,master,2,0,C++,5,0,5,28,0,28,320,12,5,15,"ROS packages for the motion of THORMANG3, MPC means Motion PC.",https://github.com/ROBOTIS-GIT/ROBOTIS-THORMANG-MPC,Ivano,2,YES,,FULL_SYSTEM,Humanoid ,,,FULL,,,YES,http://emanual.robotis.com/docs/en/platform/thormang3/thormang3_ros_packages/#thormang3-ros-packages,
ROBOTIS-GIT/turtlebot3,github,master,27,0,Python,290,15,275,143,1,142,440,8,9,23,ROS packages for Turtlebot3,https://github.com/ROBOTIS-GIT/turtlebot3,Ivano,1,YES,,FULL_SYSTEM,Ground,,,FULL,,,YES,http://emanual.robotis.com/docs/en/platform/turtlebot3/teleoperation/,
ROBOTIS-GIT/turtlebot3_applications,github,master,5,0,Python,9,1,8,27,0,27,126,5,4,14,Applications for TurtleBot3,https://github.com/ROBOTIS-GIT/turtlebot3_applications,Ivano,2,NO,E4,,,,,,,,,,
RobustFieldAutonomyLab/spin_hokuyo,github,master,3,0,C++,3,2,1,0,0,0,183,2,1,6,spinning Hokuyo form 3D point cloud,https://github.com/RobustFieldAutonomyLab/spin_hokuyo,Ivano,2,NO,E7,,,,,,,,,,
RockRaidersInc/ROS-Main,github,master,40,0,Python,1,0,1,7,0,7,516,14,0,25,,https://github.com/RockRaidersInc/ROS-Main,Ivano,2,NO,E1,,,,,,,,,,
ros-aldebaran/romeo_robot,github,master,6,0,Python,4,1,3,19,2,17,129,2,19,9,ROS stack for Aldebaran's Romeo robot,https://github.com/ros-aldebaran/romeo_robot,Ivano,2,YES,,SUBSYSTEM,Humanoid ,,,Base,,,NO,,
ros-controls/realtime_tools,github,melodic-devel,2,0,C++,11,4,7,30,3,27,103,7,16,17,,https://github.com/ros-controls/realtime_tools,Ivano,2,NO,E8,,,,,,,,,,
ros-controls/ros_control,github,melodic-devel,7,0,C++,166,51,115,216,10,206,747,13,50,43,Generic and simple controls framework for ROS,https://github.com/ros-controls/ros_control,Ivano,1,YES,,SUBSYSTEM,GEN,,,Control,,,PARTIALLY,https://hal.archives-ouvertes.fr/hal-01662418/document,
ros-controls/ros_controllers,github,melodic-devel,59,0,C++,169,69,100,252,20,232,739,13,40,58,Generic robotic controllers to accompany ros_control,https://github.com/ros-controls/ros_controllers,Ivano,1,YES,,SUBSYSTEM,GEN,,,Control,,,NO,,
ros-drivers/audio_common,github,master,6,0,Python,76,29,47,46,4,42,245,6,31,40,Common code for working with audio in ROS,https://github.com/ros-drivers/audio_common,Ivano,2,YES,,SUBSYSTEM,GEN,,,Audio,,,NO,,
ros-drivers/camera1394,github,master,19,0,C++,51,22,29,13,4,9,108,5,9,10,ROS driver for devices supporting the IEEE 1394 Digital Camera (IIDC) protocol. ,https://github.com/ros-drivers/camera1394,Ivano,2,NO,E7,,,,,,,,,,
ros-drivers/flir_ptu,github,master,3,0,C++,25,17,8,15,2,13,166,4,6,20,ROS driver for FLIR pan-tilt units,https://github.com/ros-drivers/flir_ptu,Ivano,2,NO,E7,,,,,,,,,,
ros-drivers/gscam,github,master,8,0,C++,28,19,9,28,7,21,108,7,7,15,ROS Camera driver for GStreamer-based video streams.,https://github.com/ros-drivers/gscam,Ivano,2,NO,E7,,,,,,,,,,
ros-drivers/joystick_drivers,github,master,9,0,Python,99,22,77,43,1,42,462,7,19,48,ROS drivers for joysticks,https://github.com/ros-drivers/joystick_drivers,Ivano,2,NO,E7,,,,,,,,,,
ros-drivers/microstrain_mips,github,master,1,0,C,6,4,2,12,1,11,118,3,1,13,,https://github.com/ros-drivers/microstrain_mips,Ivano,2,NO,E7,,,,,,,,,,
ros-drivers/novatel_span_driver,github,master,3,0,Python,28,10,18,16,0,16,112,4,4,9,Work in progress driver for NovAtel SPAN devices. See: http://wiki.ros.org/novatel_span_driver,https://github.com/ros-drivers/novatel_span_driver,Ivano,2,NO,E7,,,,,,,,,,
ros-drivers/omron,github,indigo-devel,1,0,C++,11,9,2,12,1,11,158,6,4,6,ROS driver for OMRON OS32C laser scanner.,https://github.com/ros-drivers/omron,Ivano,2,NO,E7,,,,,,,,,,
ros-drivers/openni_camera,github,indigo-devel,14,0,C++,42,16,26,31,3,28,120,9,13,23,A ROS driver for OpenNI depth (+ RGB) cameras. ,https://github.com/ros-drivers/openni_camera,Ivano,2,NO,E7,,,,,,,,,,
ros-drivers/openni2_camera,github,indigo-devel,12,0,C++,56,16,40,37,3,34,174,4,20,28,ROS wrapper for openni 2.0,https://github.com/ros-drivers/openni2_camera,Ivano,2,NO,E7,,,,,,,,,,
ros-drivers/phidgets_drivers,github,melodic,3,0,C++,19,2,17,13,0,13,194,6,12,22,ROS drivers for various Phidgets devices,https://github.com/ros-drivers/phidgets_drivers,Ivano,2,NO,E7,,,,,,,,,,
ros-drivers/pointgrey_camera_driver,github,master,4,0,C++,116,66,50,71,6,65,165,7,20,34,"ROS driver for Pt. Grey cameras, based on the official FlyCapture2 SDK.",https://github.com/ros-drivers/pointgrey_camera_driver,Ivano,2,NO,E7,,,,,,,,,,
ros-drivers/usb_cam,github,develop,1,0,C++,64,43,21,48,14,34,245,3,21,25,A ROS Driver for V4L USB Cameras,https://github.com/ros-drivers/usb_cam,Ivano,2,NO,E7,,,,,,,,,,
ros-drivers/velodyne,github,master,30,0,C++,143,19,124,103,5,98,563,5,16,55, ROS support for Velodyne 3D LIDARs,https://github.com/ros-drivers/velodyne,Ivano,2,NO,E7,,,,,,,,,,
ros-geographic-info/open_street_map,github,master,7,0,Python,11,3,8,5,1,4,160,3,6,6,Experimental packages for ROS access to Open Street Map information,https://github.com/ros-geographic-info/open_street_map,Ivano,2,NO,E5,,,,,,,,,,
ros-industrial-consortium/descartes,github,melodic-devel,2,0,C++,111,29,82,127,6,121,398,9,4,19,ROS-Industrial Special Project: Cartesian Path Planner,https://github.com/ros-industrial-consortium/descartes,Ivano,2,YES,,SUBSYSTEM,Manu,,,Planning,,,NO,,
ros-industrial-consortium/godel,github,kinetic-devel,70,0,C++,96,40,56,150,7,143,738,6,1,17,ROS-Industrial Focused Technical Project: Robotic Blending,https://github.com/ros-industrial-consortium/godel,Ivano,2,NO,E5,,,,,,,,,,
ros-industrial-consortium/trajopt_ros,github,kinetic-devel,26,0,C++,55,45,10,52,8,44,273,2,0,9,Trajectory Optimization Motion Planner for ROS,https://github.com/ros-industrial-consortium/trajopt_ros,Ivano,2,YES,,SUBSYSTEM,Manu,,,Planning,,,NO,,
ros-industrial/abb,github,kinetic-devel,93,0,C++,72,13,59,95,5,90,268,8,12,27,ROS-Industrial ABB meta-package (http://wiki.ros.org/abb),https://github.com/ros-industrial/abb,Ivano,2,YES,,FULL_SYSTEM,Manu,,,FULL,,,NO,,
ros-industrial/abb_experimental,github,kinetic-devel,216,0,CMake,29,4,25,82,9,73,134,4,0,18,ROS-Industrial ABB experimental meta-package (http://wiki.ros.org/abb_experimental),https://github.com/ros-industrial/abb_experimental,Ivano,2,YES,,FULL_SYSTEM,Manu,,,FULL,,,NO,,
ros-industrial/fanuc,github,indigo-devel,579,0,C++,156,29,127,109,6,103,461,6,11,11,ROS-Industrial Fanuc meta-package (http://wiki.ros.org/fanuc),https://github.com/ros-industrial/fanuc,Ivano,2,YES,,FULL_SYSTEM,Manu,,,FULL,,,NO,,
ros-industrial/fanuc_experimental,github,indigo-devel,40,0,C++,23,1,22,20,8,12,234,4,0,7,Experimental packages for Fanuc manipulators within ROS-Industrial (http://wiki.ros.org/fanuc_experimental),https://github.com/ros-industrial/fanuc_experimental,Ivano,2,YES,,FULL_SYSTEM,Manu,,,FULL,,,NO,,
ros-industrial/industrial_calibration,github,kinetic-devel,42,0,C++,54,16,38,86,0,86,524,6,0,31,Contains libraries/algorithms for calibration industrial systems,https://github.com/ros-industrial/industrial_calibration,Ivano,2,NO,E7,,,,,,,,,,
ros-industrial/industrial_ci,github,legacy,2,0,Shell,164,51,113,209,16,193,557,5,17,22,Easy continuous integration repository for ROS repositories,https://github.com/ros-industrial/industrial_ci,Ivano,2,NO,E8,,,,,,,,,,
ros-industrial/industrial_core,github,kinetic-devel,6,0,C++,104,36,68,125,8,117,330,10,13,38,ROS-Industrial core meta-package (http://wiki.ros.org/industrial_core),https://github.com/ros-industrial/industrial_core,Ivano,2,YES,,SUBSYSTEM,Manu,,,Base,,,NO,,
ros-industrial/industrial_moveit,github,melodic-devel,50,0,C++,32,16,16,60,3,57,621,7,2,30,ROS-Industrial movit meta-package (http://wiki.ros.org/industrial_moveit),https://github.com/ros-industrial/industrial_moveit,Ivano,2,YES,,SUBSYSTEM,Manu,,,Planning,,,NO,,
ros-industrial/industrial_training,github,melodic,394,0,C++,94,38,56,169,14,155,706,7,0,50,ROS-Industrial Training Material,https://github.com/ros-industrial/industrial_training,Ivano,2,NO,E1,,,,,,,,,,
ros-industrial/kuka_experimental,github,indigo-devel,45,0,C++,87,22,65,67,14,53,112,3,0,15,Experimental packages for KUKA manipulators within ROS-Industrial (http://wiki.ros.org/kuka_experimental),https://github.com/ros-industrial/kuka_experimental,Ivano,2,YES,,FULL_SYSTEM,Manu,,,FULL,,,NO,,
ros-industrial/motoman,github,kinetic-devel,135,0,C++,136,55,81,142,12,130,512,9,7,39,ROS-Industrial Motoman meta-package (http://wiki.ros.org/motoman),https://github.com/ros-industrial/motoman,Ivano,2,YES,,FULL_SYSTEM,Manu,,,FULL,,,NO,,
ros-industrial/robotiq,github,kinetic-devel,8,0,C++,71,18,53,84,5,79,182,6,0,39,ROS-Industrial Robotiq meta-package (http://wiki.ros.org/robotiq),https://github.com/ros-industrial/robotiq,Ivano,2,NO,E7,,,,,,,,,,
ros-industrial/ros_canopen,github,melodic-devel,4,0,C++,159,36,123,174,9,165,1066,14,21,20,CANopen driver framework for ROS (http://wiki.ros.org/ros_canopen),https://github.com/ros-industrial/ros_canopen,Ivano,2,NO,E7,,,,,,,,,,
